canonicalName	genus	obs_FI	obs_NO	genusKey	speciesKey	count_FI_60N	count_NO_60N	count_FI_66N	count_NO_66N
amphidinium acutissimum	amphidinium	0	240	8033867	7694161	0	102	0	64
amphidinium carterae	amphidinium	0	9	8033867	7367348	0	5	0	5
amphidinium crassum	amphidinium	628	305	8033867	7813605	255	182	0	8
amphidinium incoloratum	amphidinium	0	2	8033867	8233424	0	2	0	2
amphidinium longum	amphidinium	69	892	8033867	8097382	49	355	0	203
amphidinium sphenoides	amphidinium	322	726	8033867	8884892	65	305	0	123
amphidium lapponicum	amphidium	1968	1234	3230057	2672778	1819	457	241	90
amphidium mougeotii	amphidium	758	3201	3230057	2672780	673	1080	159	98
amphigerontia bifasciata	amphigerontia	84	39	1031436	1031437	83	12	15	3
amphigerontia contaminata	amphigerontia	26	81	1031436	1031438	22	48	5	2
amphigerontia intermedia	amphigerontia	25	20	1031436	4398665	25	13	1	0
amphilectus fucorum	amphilectus	0	5	2240836	2242742	0	2	0	0
amphilepis norvegica	amphilepis	0	11697	2274749	2274760	0	10230	0	1380
amphilichas dalecarlicus	amphilichas	0	9	3267068	8676960	0	4	0	0
amphilichas lineatus	amphilichas	0	12	3267068	8655213	0	1	0	0
amphilochoides boeckii	amphilochoides	0	340	2215871	2215874	0	110	0	30
amphilochoides odontonyx	amphilochoides	0	4	2215871	2215879	0	2	0	0
amphilochoides serratipes	amphilochoides	0	34	2215871	2215873	0	6	0	1
amphilochus anoculus	amphilochus	0	30	2215824	9306178	0	30	0	19
amphilochus hamatus	amphilochus	0	7	2215824	9439168	0	7	0	7
amphilochus manudens	amphilochus	0	1644	2215824	2215843	0	1594	0	961
amphilochus tenuimanus	amphilochus	0	132	2215824	2215838	0	120	0	73
amphimallon solstitiale	amphimallon	351	544	7521030	1063891	319	70	0	0
amphimelissa setosa	amphimelissa	0	51	4904421	11015943	0	51	0	15
amphinema byssoides	amphinema	1547	695	2554032	5249374	1500	547	415	385
amphinema diadema	amphinema	3	4	2554032	5249392	3	3	0	0
amphinemura borealis	amphinemura	4532	16093	2002863	2002999	4529	10195	1135	1305
amphinemura palmeni	amphinemura	37	72	2002863	4423102	36	44	36	44
amphinemura standfussi	amphinemura	156	2795	2002863	2003049	155	2143	77	359
amphinemura sulcicollis	amphinemura	122	11443	2002863	2002879	122	6062	65	448
amphipauropus rhenanus	amphipauropus	0	4	1011284	1011288	0	0	0	0
amphipentas alternans	amphipentas	0	12	8405403	7666754	0	0	0	0
amphipholis squamata	amphipholis	0	11642	2278137	2278157	0	10713	0	4273
amphipholis torelli	amphipholis	0	3	2278137	2278198	0	3	0	3
amphiplecia depressa	amphiplecia	0	9	4866207	8448050	0	1	0	0
amphiplecta acrostoma	amphiplecta	0	6	4904331	5955961	0	6	0	1
amphipleura pellucida	amphipleura	0	15	2633754	7387857	0	15	0	0
