canonicalName	genus	obs_FI	obs_NO	genusKey	speciesKey	count_FI_60N	count_NO_60N	count_FI_66N	count_NO_66N
centaurea depressa	centaurea	3	0	3127469	3089549	3	0	0	0
centaurea diffusa	centaurea	12	8	3127469	3128962	11	0	0	0
centaurea diluta	centaurea	0	12	3127469	3129010	0	10	0	0
centaurea jacea	centaurea	11749	9077	3127469	3128547	11349	2207	13	41
centaurea macrocephala	centaurea	4	7	3127469	3129064	4	5	0	0
centaurea melitensis	centaurea	5	16	3127469	3128091	5	12	0	0
centaurea moncktonii	centaurea	59	41	3127469	7899998	47	4	0	0
centaurea montana	centaurea	1885	2710	3127469	9023462	1871	1581	7	609
centaurea nigra	centaurea	85	2752	3127469	3128225	40	689	0	1
centaurea orientalis	centaurea	0	4	3127469	3128007	0	1	0	0
centaurea phrygia	centaurea	6986	64	3127469	8305028	6777	54	11	23
centaurea pseudophrygia	centaurea	3	147	3127469	6446296	2	35	0	0
centaurea scabiosa	centaurea	1984	4736	3127469	8087525	1928	2142	1	83
centaurea solstitialis	centaurea	13	40	3127469	3128888	13	3	0	0
centaurea stoebe	centaurea	4	17	3127469	3127727	4	8	0	0
centaurea thuillieri	centaurea	1	1	3127469	3127518	0	1	0	0
centaurea triumfettii	centaurea	0	29	3127469	3127633	0	23	0	19
centaurea virgata	centaurea	2	0	3127469	7460759	2	0	0	0
centaurium erythraea	centaurium	19	8	7412173	5414457	2	3	0	0
centaurium littorale	centaurium	1786	2204	7412173	5414469	1459	1	0	0
centaurium pulchellum	centaurium	68	1728	7412173	7439391	875	0	0	0
centella asiatica	centella	0	2	3034124	3034128	0	1	0	0
centranthus ruber	centranthus	0	11	8069836	2888740	0	9	0	0
centromadia pungens	centromadia	0	7	3141045	3141046	0	4	0	0
cephalanthera longifolia	cephalanthera	46	947	2795844	2795869	20	403	0	0
cephalanthera rubra	cephalanthera	498	958	2795844	2795845	495	20	0	0
cephalaria alpina	cephalaria	2	1	7968533	2888799	2	0	0	0
cephalaria aristata	cephalaria	5	0	7968533	4103314	5	0	0	0
cephalaria gigantea	cephalaria	8	23	7968533	2888797	9	5	0	0
cephalopteris mirabilis	cephalopteris	0	60	4909246	11215955	0	60	0	60
cephalotaxus fortunei	cephalotaxus	0	6	2685260	2685265	0	6	0	0
cephalotaxus harringtonia	cephalotaxus	0	9	2685260	6360715	0	9	0	0
cephalotaxus harringtonii	cephalotaxus	0	7	2685260	2685280	0	7	0	0
cephalozia ambigua	cephalozia	141	383	8241632	4276645	134	218	121	41
cephalozia bicuspidata	cephalozia	2347	2715	8241632	2689152	2269	1068	167	225
cephalozia lacinulata	cephalozia	15	0	8241632	4276643	12	0	1	0
cephalozia macounii	cephalozia	281	12	8241632	4276636	279	10	11	0
cephaloziella arctogena	cephaloziella	4	0	8348351	8254212	4	0	4	0
cephaloziella aspericaulis	cephaloziella	0	34	8348351	8386801	0	34	0	0
cephaloziella divaricata	cephaloziella	1227	524	8348351	2688993	1195	104	28	17
cephaloziella elachista	cephaloziella	33	17	8348351	8665053	24	0	1	0
cephaloziella elegans	cephaloziella	11	23	8348351	4276697	4	2	0	0
cephaloziella grimsulana	cephaloziella	2	59	8348351	2688992	2	11	2	6
cephaloziella hampeana	cephaloziella	52	180	8348351	7541037	48	41	9	1
cephaloziella integerrima	cephaloziella	18	34	8348351	4276670	11	1	2	0
cephaloziella massalongi	cephaloziella	6	31	8348351	4276690	6	22	1	0
cephaloziella massalongoi	cephaloziella	0	16	8348351	11860614	0	8	0	0
cephaloziella phyllacantha	cephaloziella	0	39	8348351	4276689	0	24	0	0
cephaloziella rubella	cephaloziella	207	335	8348351	11977532	164	79	33	15
cephaloziella spinigera	cephaloziella	19	42	8348351	8206974	17	12	6	3
cephaloziella stellulifera	cephaloziella	2	2	8348351	9541175	0	2	0	0
cephaloziella varians	cephaloziella	41	202	8348351	2688989	35	54	35	13
ceramium arborescens	ceramium	0	42	10480745	5276929	0	37	0	30
ceramium areschougii	ceramium	0	38	10480745	5276851	0	28	0	21
ceramium atlanticum	ceramium	0	8	10480745	5277075	0	0	0	0
ceramium botryocarpum	ceramium	0	5	10480745	5276826	0	5	0	0
ceramium cimbricum	ceramium	2	17	10480745	5276950	2	23	0	0
ceramium circinatum	ceramium	0	14	10480745	5276936	0	5	0	5
ceramium deslongchampsii	ceramium	1	52	10480745	5276814	1	38	0	13
ceramium diaphanum	ceramium	80	71	10480745	5277142	58	23	0	4
ceramium pallidum	ceramium	0	13	10480745	5276988	0	13	0	0
ceramium penicillatum	ceramium	0	55	10480745	5276863	0	31	0	1
ceramium rescissum	ceramium	0	6	10480745	5277069	0	0	0	0
ceramium rosenvingii	ceramium	0	3	10480745	7399273	0	0	0	0
ceramium rubrum	ceramium	2	100	10480745	8157145	2	111	0	0
ceramium scandinavicum	ceramium	0	5	10480745	5277040	0	0	0	0
ceramium secundatum	ceramium	0	34	10480745	5276835	0	19	0	4
ceramium septentrionale	ceramium	0	6	10480745	5277052	0	1	0	1
ceramium shuttleworthianum	ceramium	0	145	10480745	9152889	0	106	0	12
ceramium strictum	ceramium	5	6	10480745	7853975	3	3	0	0
ceramium sungminbooi	ceramium	0	2	10480745	10708694	0	2	0	0
ceramium tenuicorne	ceramium	13958	186	10480745	5277182	9308	81	0	47
ceramium virgatum	ceramium	107	1382	10480745	5277079	31	985	0	250
cerastium alpinum	cerastium	3821	11428	2873815	3085450	3744	9107	3468	3727
cerastium arcticum	cerastium	3	879	2873815	3085444	2	542	2	429
cerastium arvense	cerastium	3957	1870	2873815	3085433	3747	707	40	26
cerastium beeringianum	cerastium	1	2	2873815	3085453	0	0	0	0
cerastium bialynickii	cerastium	0	47	2873815	3813303	0	0	0	0
cerastium biebersteinii	cerastium	0	55	2873815	3085437	0	14	0	4
cerastium blyttii	cerastium	0	11	2873815	3813264	0	3	0	0
cerastium brachypetalum	cerastium	1	39	2873815	3085439	1	0	0	0
cerastium cerastioides	cerastium	1	6	2873815	3085479	0	1	0	0
cerastium dichotomum	cerastium	3	0	2873815	3085435	3	0	0	0
cerastium diffusum	cerastium	0	519	2873815	3085464	0	156	0	41
cerastium fontanum	cerastium	12197	11995	2873815	3085458	11886	7074	3372	1799
cerastium furcatum	cerastium	0	22	2873815	3811459	0	21	0	7
cerastium glomeratum	cerastium	613	1061	2873815	3085440	595	530	25	87
cerastium glutinosum	cerastium	150	11	2873815	6364084	51	0	0	0
cerastium holosteoides	cerastium	20099	12787	2873815	6364031	19560	5164	1677	1295
cerastium latifolium	cerastium	0	37	2873815	6363949	0	4	0	3
cerastium lucorum	cerastium	3	0	2873815	8820721	0	0	0	0
cerastium nigrescens	cerastium	151	930	2873815	3085456	150	661	150	360
cerastium regelii	cerastium	0	70	2873815	3085480	0	1	0	1
cerastium semidecandrum	cerastium	1184	1367	2873815	3085434	872	76	0	0
cerastium sordidum	cerastium	0	7	2873815	3085481	0	0	0	0
cerastium tomentosum	cerastium	508	1874	2873815	3085438	477	289	2	17
ceratocapnos claviculata	ceratocapnos	3	223	7315226	7315229	3	16	0	0
ceratodon conicus	ceratodon	1	18	2673445	5282402	1	1	0	0
ceratodon heterophyllus	ceratodon	0	4	2673445	5282401	0	4	0	2
ceratodon purpureus	ceratodon	1926	2636	2673445	5281381	1842	829	137	195
ceratophyllum demersum	ceratophyllum	9088	522	2882396	2882398	7077	111	187	22
ceratophyllum submersum	ceratophyllum	103	3	2882396	2882404	86	0	0	0
cercidiphyllum japonicum	cercidiphyllum	0	28	3152838	12281377	0	10	0	1
cercidiphyllum magnificum	cercidiphyllum	0	3	3152838	7262157	0	2	0	0
cercis canadensis	cercis	0	3	2955919	5353583	0	3	0	0
cercis chinensis	cercis	0	3	2955919	5353599	0	3	0	0
cercis siliquastrum	cercis	0	3	2955919	5353590	0	3	0	0
cercocarpus montanus	cercocarpus	0	2	3001885	3001912	0	2	0	0
cerinthe major	cerinthe	0	7	2926107	2926108	0	0	0	0
cerinthe minor	cerinthe	7	3	2926107	7294722	7	0	0	0
cervaria rivini	cervaria	0	2	3232464	5540777	0	2	0	0
chaenomeles cathayensis	chaenomeles	0	4	3000607	3000645	0	4	0	0
chaenomeles japonica	chaenomeles	9	115	3000607	3000610	8	16	0	0
chaenomeles speciosa	chaenomeles	0	19	3000607	3000679	0	12	0	0
chaenomeles superba	chaenomeles	0	5	3000607	3000632	0	5	0	0
chaenorhinum minus	chaenorhinum	1616	1920	3171668	3171669	1577	381	8	17
chaenostoma cordatum	chaenostoma	7	6	8422747	5561475	7	0	0	0
chaerophyllum aromaticum	chaerophyllum	45	7	3034649	3642608	39	0	0	0
chaerophyllum aureum	chaerophyllum	61	151	3034649	3642531	60	0	0	0
chaerophyllum bulbosum	chaerophyllum	60	103	3034649	3034653	29	34	1	1
chaerophyllum hirsutum	chaerophyllum	5	10	3034649	6027328	4	10	0	0
chaerophyllum prescottii	chaerophyllum	609	32	3034649	3641176	543	18	467	0
chaerophyllum temulum	chaerophyllum	99	50	3034649	3034650	97	1	0	0
chaerophyllum villarsii	chaerophyllum	1	1	3034649	3640571	1	1	0	0
chaetogastra nitida	chaetogastra	0	4	7273204	10866558	0	0	0	0
chaetomorpha aerea	chaetomorpha	0	64	8343734	2644557	0	17	0	0
chaetomorpha gracilis	chaetomorpha	0	4	8343734	2644547	0	0	0	0
chaetomorpha ligustica	chaetomorpha	4	84	8343734	2643619	1	57	0	12
chaetomorpha linum	chaetomorpha	118	96	8343734	2644592	111	42	0	6
chaetomorpha melagonium	chaetomorpha	0	410	8343734	2644517	0	208	0	36
chaetomorpha norvegica	chaetomorpha	0	10	8343734	5839231	0	9	0	0
chaetomorpha septentrionalis	chaetomorpha	0	11	8343734	2644585	0	0	0	0
chaetomorpha sphacelariae	chaetomorpha	0	11	8343734	8472654	0	0	0	0
chaetonychia cymosa	chaetonychia	2	0	7314298	9225323	2	0	0	0
chaetopeltis orbicularis	chaetopeltis	0	9	5937506	5937508	0	9	0	0
chaetophora lobata	chaetophora	13	6	7765830	7424330	6	5	0	0
chaetophora tuberculosa	chaetophora	0	2	7765830	5271498	0	2	0	0
chaetophoropsis elegans	chaetophoropsis	0	282	10195594	10725537	0	203	0	40
chaetophoropsis pisiformis	chaetophoropsis	0	11	10195594	10792781	0	4	0	4
chaetosphaeridium globosum	chaetosphaeridium	0	10	9624415	2638421	0	9	0	0
chamaecyparis lawsoniana	chamaecyparis	0	108	2683848	2683866	0	44	0	0
chamaecyparis pisifera	chamaecyparis	2	9	2683848	2683880	0	0	0	0
chamaecytisus elongatus	chamaecytisus	46	3	8090366	5354675	45	0	0	0
chamaecytisus hirsutus	chamaecytisus	0	8	8090366	5354530	0	2	0	0
chamaecytisus purpureus	chamaecytisus	0	4	8090366	5354670	0	0	0	0
chamaedaphne calyculata	chamaedaphne	9484	2	8388331	5333436	9096	1	215	1
chamaemelum nobile	chamaemelum	4	8	8424370	5391599	3	8	0	0
chamaemespilus alpina	chamaemespilus	0	4	3025088	3025093	0	4	0	0
chamaenerion angustifolium	chamaenerion	81341	35339	8406741	6428353	80456	17963	14252	4699
chamaenerion latifolium	chamaenerion	1	10	8406741	3188786	1	9	0	9
chamaerops humilis	chamaerops	0	5	2736624	2736625	0	5	0	0
chamorchis alpina	chamorchis	192	2830	2791363	2791364	186	2297	185	1666
chara aculeolata	chara	0	89	2637982	7603223	0	54	0	6
chara aspera	chara	7977	468	2637982	5270674	7498	295	37	90
chara baltica	chara	625	93	2637982	5270790	432	10	0	0
chara braunii	chara	144	84	2637982	5270720	144	19	0	0
chara canescens	chara	708	99	2637982	5270837	465	15	0	4
chara connivens	chara	0	3	2637982	5270682	0	3	0	0
chara contraria	chara	4	571	2637982	5270698	4	508	4	174
chara globularis	chara	1806	529	2637982	5270780	1631	264	62	79
chara hispida	chara	0	238	2637982	5270814	0	86	0	58
chara horrida	chara	41	0	2637982	5270672	40	0	0	0
chara intermedia	chara	0	6	2637982	7743687	0	1	0	0
chara papillosa	chara	13	264	2637982	7990539	13	184	12	29
chara strigosa	chara	265	387	2637982	8139420	265	290	208	66
chara subspinosa	chara	0	308	2637982	10830689	0	229	0	15
chara tomentosa	chara	3993	120	2637982	5270687	3607	88	0	0
chara virgata	chara	352	1063	2637982	5270848	327	625	31	217
chara vulgaris	chara	0	170	2637982	8405500	0	2	0	2
cheilanthes viridis	cheilanthes	0	9	2651736	7173446	0	9	0	0
chelidonium majus	chelidonium	9324	2997	2888412	5334186	9006	503	1	2
chelone glabra	chelone	0	3	3171652	5414935	0	2	0	0
chelone obliqua	chelone	2	29	3171652	5414932	2	13	0	2
chenopodiastrum erosum	chenopodiastrum	4	0	7578202	9677518	0	0	0	0
chenopodiastrum hybridum	chenopodiastrum	265	154	7578202	7551162	228	30	0	1
chenopodiastrum murale	chenopodiastrum	44	81	7578202	8149099	40	8	0	0
chenopodiastrum simplex	chenopodiastrum	16	8	7578202	7407436	16	6	0	0
chenopodium acuminatum	chenopodium	27	4	3083823	3760713	27	3	0	0
chenopodium album	chenopodium	1762	7281	3083823	3083838	1647	2335	51	212
chenopodium berlandieri	chenopodium	75	32	3083823	3083920	73	14	1	0
chenopodium betaceum	chenopodium	11	1	3083823	8127633	11	1	0	0
chenopodium capitatum	chenopodium	0	2	3083823	11379590	0	2	0	0
chenopodium ficifolium	chenopodium	320	76	3083823	3083862	317	5	0	0
chenopodium giganteum	chenopodium	6	7	3083823	3756077	6	6	0	0
chenopodium hircinum	chenopodium	31	15	3083823	3083934	31	4	0	0
chenopodium karoi	chenopodium	1	1	3083823	3759215	1	0	0	0
chenopodium leptophyllum	chenopodium	1	1	3083823	6447860	0	1	0	0
chenopodium opulifolium	chenopodium	39	85	3083823	3083903	37	2	0	0
chenopodium pratericola	chenopodium	222	64	3083823	3083921	219	17	0	0
chenopodium probstii	chenopodium	75	58	3083823	6035638	74	9	0	0
chenopodium quinoa	chenopodium	5	33	3083823	3083935	4	32	0	0
chenopodium rubrum	chenopodium	2	0	3083823	7751130	16	0	0	0
chenopodium sosnowskyi	chenopodium	4	0	3083823	3756202	4	0	0	0
chenopodium striatiforme	chenopodium	7	3	3083823	6035549	7	0	0	0
chenopodium suecicum	chenopodium	3520	626	3083823	3083905	3391	175	301	61
chenopodium urbicum	chenopodium	1	1	3083823	9631834	0	1	0	0
chenopodium vulvaria	chenopodium	19	52	3083823	3083932	14	3	0	0
cherleria biflora	cherleria	814	3988	3809480	8033980	795	3273	792	1183
cherleria laricifolia	cherleria	0	3	3809480	7734336	0	1	0	0
chiloscyphus pallescens	chiloscyphus	79	406	2689486	8300994	44	179	10	41
chiloscyphus polyanthos	chiloscyphus	2401	522	2689486	2689491	2314	178	255	18
chimaphila umbellata	chimaphila	1379	514	2888303	2888307	1305	117	0	0
chimonanthus praecox	chimonanthus	0	2	7275850	7275851	0	2	0	0
chionoloma cylindrotheca	chionoloma	0	94	4903957	10755403	0	50	0	0
chionoloma daldinianum	chionoloma	0	12	4903957	12220932	0	3	0	0
chionoloma hibernicum	chionoloma	0	145	4903957	10163471	0	91	0	0
chionoloma tenuirostre	chionoloma	855	573	4903957	10368545	836	182	9	10
chlamydocapsa planctonica	chlamydocapsa	35	2	2639483	2639485	35	0	0	0
chlamydomonas acidophila	chlamydomonas	0	10	5271044	5271112	0	10	0	0
chlamydomonas agloeformis	chlamydomonas	2	0	5271044	7851591	2	0	0	0
chlamydomonas applanata	chlamydomonas	1	9	5271044	5271287	1	9	0	0
chlamydomonas asymmetrica	chlamydomonas	3	0	5271044	5271149	3	0	0	0
chlamydomonas globosa	chlamydomonas	0	7	5271044	5271133	0	7	0	0
chlamydomonas incerta	chlamydomonas	0	2	5271044	5708036	0	2	0	2
chlamydomonas kuwadae	chlamydomonas	0	10	5271044	5823081	0	10	0	0
chlamydomonas moewusii	chlamydomonas	2	13	5271044	5271164	2	13	0	0
chlamydomonas monadina	chlamydomonas	1	80	5271044	7408572	1	80	0	0
chlamydomonas nasuta	chlamydomonas	0	69	5271044	5271286	0	69	0	0
chlamydomonas nivalis	chlamydomonas	3	43	5271044	5271095	3	27	0	6
chlamydomonas noctigama	chlamydomonas	1	5	5271044	5271199	1	5	0	3
chlamydomonas parkeae	chlamydomonas	2	0	5271044	5271194	2	0	0	0
chlamydomonas proteus	chlamydomonas	0	18	5271044	5271262	0	18	0	0
chlamydomonas pseudogloeogama	chlamydomonas	0	49	5271044	8082221	0	49	0	0
chlamydomonas pulsatilla	chlamydomonas	8	0	5271044	5271301	7	0	0	0
chlamydomonas raudensis	chlamydomonas	6	4	5271044	7863299	6	4	0	0
chlamydomonas reginae	chlamydomonas	0	32	5271044	7664221	0	32	0	0
chlamydomonas reinhardtii	chlamydomonas	0	41	5271044	5271221	0	41	0	0
chlamydomonas reticulata	chlamydomonas	0	34	5271044	5823050	0	34	0	0
chlamydomonas sordida	chlamydomonas	4	85	5271044	7422069	4	85	0	0
chlamydomonas ulvaensis	chlamydomonas	0	2	5271044	5271228	0	2	0	0
chlorella sorokiniana	chlorella	0	20	2638467	5270956	0	20	0	0
chlorella stigmatophora	chlorella	2	9	2638467	5270944	2	0	0	0
chlorella variabilis	chlorella	1	1	2638467	7938682	1	1	0	1
chlorella vulgaris	chlorella	10	7	2638467	5270961	10	7	3	1
chlorochytrium lemnae	chlorochytrium	0	6	2641658	2641678	0	6	0	0
chlorococcum echinozygotum	chlorococcum	4	0	5271881	5271883	4	0	0	0
chlorococcum hypnosporum	chlorococcum	5	0	5271881	5271921	5	0	0	0
chlorococcum oleofaciens	chlorococcum	37	8	5271881	5271926	37	8	20	8
chlorococcum vacuolatum	chlorococcum	0	18	5271881	5271940	0	18	0	0
chlorogonium maximum	chlorogonium	1	7	2639146	4269957	1	5	0	5
chlorokybus atmophyticus	chlorokybus	0	1	2638381	2638382	0	1	0	1
chlorolobion braunii	chlorolobion	0	5	2641552	2641557	0	1	0	1
chloromonas insignis	chloromonas	0	24	8783748	9023911	0	24	0	0
chloromonas perforata	chloromonas	18	0	8783748	5271039	18	0	0	0
chondria dasyphylla	chondria	0	13	2668698	7769508	0	2	0	0
chondrophycus succisus	chondrophycus	0	2	2659527	2659581	0	2	0	2
chondrus crispus	chondrus	0	1889	2665986	5279115	0	1730	0	552
choreocolax polysiphoniae	choreocolax	0	10	9383866	2667993	0	5	0	2
choricystis coccoides	choricystis	113	1	2638450	7996175	101	2	0	2
choricystis limnetica	choricystis	4	0	2638450	11898157	4	0	0	0
choricystis spec	choricystis	4	0	2638450	12209192	2	0	0	0
chorispora tenella	chorispora	105	48	3044348	3044349	104	11	0	0
christella dentata	christella	6	0	7321094	7160028	0	0	0	0
chroodactylon ornatum	chroodactylon	8	11	9520008	2665910	3	10	0	0
chrysanthemum morifolium	chrysanthemum	8	0	3150746	3150767	8	0	0	0
chrysanthemum segetum	chrysanthemum	1	0	3150746	7638492	2	0	0	0
chrysosplenium alternifolium	chrysosplenium	4316	7109	3032632	7339315	4184	3743	12	86
chrysosplenium davidianum	chrysosplenium	0	4	3032632	5567479	0	4	0	0
chrysosplenium oppositifolium	chrysosplenium	0	1056	3032632	7526486	0	557	0	0
chrysosplenium tetrandrum	chrysosplenium	1010	288	3032632	5371612	967	188	967	188
chusquea culeou	chusquea	0	2	2706422	4134946	0	2	0	0
chylocladia verticillata	chylocladia	0	214	2663385	2663388	0	87	0	2
cicer arietinum	cicer	11	25	2947292	2947311	10	14	0	0
cicerbita alpina	cicerbita	889	10196	3087594	3087634	846	8349	443	2394
cichorium endivia	cichorium	4	21	3106707	5392243	1	11	0	0
cichorium intybus	cichorium	528	1246	3106707	5392252	507	275	1	8
cichorium pumilum	cichorium	2	0	3106707	5392270	2	0	0	0
cichorium spinosum	cichorium	0	2	3106707	5392268	0	2	0	0
cicuta virosa	cicuta	10672	1887	5371861	5371864	10585	699	851	5
cinclidium arcticum	cinclidium	0	511	2677614	5282710	0	200	0	11
cinclidium latifolium	cinclidium	0	21	2677614	5282708	0	3	0	2
cinclidium stygium	cinclidium	2054	1105	2677614	5282711	2000	669	1110	206
cinclidium subrotundum	cinclidium	765	248	2677614	5282709	752	103	640	41
cinclidotus fontinaloides	cinclidotus	0	140	9692225	2672822	0	30	0	0
cinna latifolia	cinna	2038	1663	2704844	2704845	1969	1241	30	10
cinnagrostis recta	cinnagrostis	1	10	4152375	12249972	0	0	0	0
cinnamomum camphora	cinnamomum	0	2	3033980	3033991	0	2	0	0
cinnamomum verum	cinnamomum	0	4	3033980	3033987	0	4	0	0
circaea alpina	circaea	2441	6725	3188793	3188797	2385	4446	213	754
circaea intermedia	circaea	0	478	3188793	8186928	0	220	0	0
circaea lutetiana	circaea	0	578	3188793	3188794	0	201	0	0
cirriphyllum crassinervium	cirriphyllum	0	178	2679759	5837996	0	17	0	0
cirriphyllum piliferum	cirriphyllum	1434	1391	2679759	2679761	1391	523	45	27
cirsium acaule	cirsium	0	12	3112554	3112799	0	3	0	0
cirsium acaulon	cirsium	0	87	3112554	3112694	0	0	0	0
cirsium arvense	cirsium	26988	12536	3112554	3113414	26513	2853	253	301
cirsium canum	cirsium	0	2	3112554	3113458	0	1	0	0
cirsium dissectum	cirsium	1	14	3112554	3113784	1	2	0	0
cirsium erisithales	cirsium	0	9	3112554	3113027	0	9	0	0
cirsium griseum	cirsium	3	6	3112554	3112941	3	6	0	6
cirsium helenioides	cirsium	100	865	3112554	3113777	84	593	7	35
cirsium heterophyllum	cirsium	45380	19708	3112554	3113745	44830	13971	8667	3401
cirsium japonicum	cirsium	1	3	3112554	3112887	1	3	0	0
cirsium monspessulanum	cirsium	0	2	3112554	3113318	0	2	0	0
cirsium oleraceum	cirsium	224	830	3112554	3113650	215	643	5	7
cirsium palustre	cirsium	31954	17010	3112554	3113239	31562	6332	1499	214
cirsium rivulare	cirsium	0	5	3112554	3113637	0	4	0	0
cirsium tuberosum	cirsium	0	12	3112554	3112651	0	12	0	0
cirsium vulgare	cirsium	9829	9089	3112554	3112801	9405	2591	2	14
cistus ladanifer	cistus	0	4	2874026	6437976	0	4	0	0
citrullus colocynthis	citrullus	0	3	8257011	2874622	0	0	0	0
citrullus lanatus	citrullus	86	61	8257011	2874621	79	14	0	0
citrus aurantium	citrus	7	3	3190155	8077391	7	2	0	0
citrus limon	citrus	4	1	3190155	7647136	4	1	0	0
citrus microcarpa	citrus	0	4	3190155	3831218	0	4	0	0
citrus trifoliata	citrus	0	7	3190155	3190129	0	7	0	0
cladanthus mixtus	cladanthus	8	0	3110766	3110767	8	0	0	0
cladium mariscus	cladium	76	193	2731321	2731327	75	0	0	0
cladophora albida	cladophora	4	319	2643712	5272397	4	294	0	117
cladophora dalmatica	cladophora	0	4	2643712	5272697	0	2	0	0
cladophora flexuosa	cladophora	1	62	2643712	5272747	0	18	0	11
cladophora fracta	cladophora	1745	36	2643712	5272519	1468	7	0	3
cladophora glomerata	cladophora	16009	300	2643712	5272770	12739	127	0	5
cladophora hutchinsiae	cladophora	0	8	2643712	5272575	0	0	0	0
cladophora intermedia	cladophora	0	9	2643712	7506827	0	0	0	0
cladophora laetevirens	cladophora	0	4	2643712	5272485	0	0	0	0
cladophora rivularis	cladophora	0	104	2643712	10896202	0	20	0	2
cladophora rupestris	cladophora	4779	1636	2643712	5272898	4386	1789	0	624
cladophora sericea	cladophora	2	301	2643712	5272338	1	210	0	103
cladophora vadorum	cladophora	0	8	2643712	5272874	0	0	0	0
cladophora vagabunda	cladophora	1	25	2643712	5272441	1	0	0	0
cladophora wrightiana	cladophora	2	0	2643712	5272677	2	0	0	0
clarkia amoena	clarkia	14	29	3189179	5420978	14	6	0	0
clarkia pulchella	clarkia	5	10	3189179	5420982	5	3	0	0
clarkia unguiculata	clarkia	7	27	3189179	5420957	4	4	0	0
clathromorphum circumscriptum	clathromorphum	0	245	2655479	8767970	0	25	0	24
clathromorphum compactum	clathromorphum	0	47	2655479	2655497	0	11	0	9
claytonia megarhiza	claytonia	0	5	3084729	3084735	0	5	0	0
claytonia perfoliata	claytonia	16	42	3084729	7736011	16	17	0	0
claytonia sibirica	claytonia	171	306	3084729	3084742	166	275	0	1
claytonia virginica	claytonia	0	13	3084729	3084745	0	13	0	0
claytosmunda claytoniana	claytosmunda	1	6	9736086	9684539	0	6	0	0
cleistocarpidium palustre	cleistocarpidium	0	3	2675830	2675831	0	0	0	0
clematis alpina	clematis	18	70	3033512	3033599	15	44	0	2
clematis apiifolia	clematis	0	2	3033512	6375119	0	2	0	0
clematis integrifolia	clematis	5	3	3033512	6374790	4	1	0	0
clematis koreana	clematis	1	2	3033512	6376366	1	2	0	0
clematis mandschurica	clematis	1	1	3033512	7967546	1	1	0	0
clematis montana	clematis	2	0	3033512	6376216	2	0	0	0
clematis ochotensis	clematis	2	0	3033512	7278067	1	0	0	0
clematis recta	clematis	9	28	3033512	3033543	9	1	0	0
clematis serratifolia	clematis	0	16	3033512	7277777	0	16	0	0
clematis sibirica	clematis	156	222	3033512	7277760	139	199	33	0
clematis tangutica	clematis	2	25	3033512	3033535	0	10	0	0
clematis vitalba	clematis	6	37	3033512	3033558	4	22	0	0
clematis viticella	clematis	11	9	3033512	3033518	9	1	0	0
cleretum bellidiforme	cleretum	0	3	7329475	3707306	0	2	0	0
clerodendrum trichotomum	clerodendrum	0	2	2925347	2925366	0	2	0	0
clevea hyalina	clevea	189	156	3229854	5710061	163	79	156	54
climacium dendroides	climacium	2443	2960	2678413	2678415	2365	1359	135	210
clinopodium acinos	clinopodium	1498	5217	2926907	2927118	1365	2399	0	0
clinopodium alpinum	clinopodium	0	3	2926907	7307319	0	1	0	0
clinopodium creticum	clinopodium	0	2	2926907	3887646	0	2	0	0
clinopodium dalmaticum	clinopodium	0	2	2926907	3887585	0	2	0	0
clinopodium grandiflorum	clinopodium	3	0	2926907	7437438	3	0	0	0
clinopodium menthifolium	clinopodium	0	4	2926907	11007246	0	4	0	0
clinopodium nepeta	clinopodium	2	24	2926907	8916040	2	21	0	0
clinopodium vulgare	clinopodium	1463	6352	2926907	2926945	1367	2741	1	11
clintonia borealis	clintonia	0	6	2753553	2753574	0	6	0	0
closteriopsis acicularis	closteriopsis	1	4	2638596	2638604	1	0	0	0
closterium abruptum	closterium	1	6	2646356	2646399	1	0	0	0
closterium acerosum	closterium	2	9	2646356	7850845	2	0	0	0
closterium aciculare	closterium	3	1	2646356	2646560	0	0	0	0
closterium acutum	closterium	221	120	2646356	2646408	217	38	0	0
closterium baillyanum	closterium	3	0	2646356	2646582	1	0	0	0
closterium cornu	closterium	0	4	2646356	7638155	0	0	0	0
closterium dianae	closterium	1	9	2646356	2646427	1	1	0	0
closterium didymotocum	closterium	4	3	2646356	2646499	1	2	0	2
closterium directum	closterium	0	8	2646356	2646460	0	1	0	1
closterium ehrenbergii	closterium	0	32	2646356	2646590	0	12	0	0
closterium gracile	closterium	5	3	2646356	2646362	3	1	0	0
closterium incurvum	closterium	0	11	2646356	2646524	0	7	0	0
closterium kuetzingii	closterium	0	41	2646356	2646494	0	25	0	6
closterium leibleinii	closterium	0	4	2646356	2646370	0	0	0	0
closterium limneticum	closterium	0	10	2646356	2646453	0	1	0	0
closterium lineatum	closterium	0	6	2646356	2646376	0	0	0	0
closterium lunula	closterium	2	7	2646356	2646385	2	7	0	0
closterium moniliferum	closterium	0	17	2646356	2646383	0	3	0	0
closterium navicula	closterium	0	11	2646356	2646539	0	11	0	0
closterium parvulum	closterium	0	20	2646356	2646569	0	1	0	0
closterium praelongum	closterium	0	6	2646356	2646577	0	0	0	0
closterium pritchardianum	closterium	7	0	2646356	2646477	0	0	0	0
closterium pronum	closterium	2	0	2646356	2646520	2	0	0	0
closterium pusillum	closterium	0	2	2646356	2646487	0	2	0	0
closterium rostratum	closterium	0	12	2646356	2646548	0	2	0	0
